Title,Duration,MPA,Rating,grossWorldWide,directors,writers,stars,genres,countries_origin,filming_locations,Languages,release_date
For Prophet,1h 45m,nan,5.7,9475.0,['Mark Stewart Iverson'],['Mark Stewart Iverson'],"['Ben Marten', 'Valentina Garcia', 'Enrico Natale']",Drama,['United States'],"['First United Methodist Church, Elgin, Illinois, USA']",['English'],
White Bird,2h 1m,PG-13,7.3,8799528.0,['Marc Forster'],"['Mark Bomback', 'R.J. Palacio']","['Ariella Glaser', 'Orlando Schwerdt', 'Gillian Anderson']",Drama,['United States'],"['Kutna Hora, Czech Republic']","['English', 'French']",
Mummies,1h 28m,PG,5.9,54475970.0,['Juan Jesús García Galocha'],"['Jordi Gasull', 'Javier López Barreira']","['Óscar Barberán', 'Ana Esther Alborg', 'Luis Reina']",Comedy,"['Spain', 'United States']",[],"['English', 'Spanish', 'Catalan']",
Watchmen: Chapter I,1h 23m,R,7.0,nan,['Brandon Vietti'],"['J. Michael Straczynski', 'Dave Gibbons']","['Troy Baker', 'Adrienne Barbeau', 'Corey Burton']",Mystery,['United States'],[],['English'],
Jack in Time for Christmas,1h 6m,TV-MA,4.6,nan,['Phil Ashton'],"['Clyde Holcroft', 'James Kettle', 'Freddy Syborn']","['Jack Whitehall', 'Dave Bautista', 'Michael Bublé']",Comedy,['United Kingdom'],[],['English'],
The Peasants,1h 54m,R,7.6,10064347.0,"['DK Welchman', 'Hugh Welchman']","['Wladyslaw Stanislaw Reymont', 'DK Welchman', 'Hugh Welchman']","['Kamila Urzedowska', 'Robert Gulaczyk', 'Miroslaw Baka']",Hand-Drawn Animation,"['Poland', 'Serbia', 'Lithuania']","['Szeligi, Mazowieckie, Poland']","['Polish', 'Latin']",
American Star,1h 47m,R,5.5,15848.0,['Gonzalo López-Gallego'],['Nacho Faerna'],"['Ian McShane', 'Nora Arnezeder', 'Oscar Coleman']",Drama,"['United Kingdom', 'Spain']","['Hotel Riu Palace Tres Islas, Avenida Grandes Playas, s/n, 35660 Corralejo, Fuerteventura, Las Palmas, Spain']","['English', 'French']",
PAW Patrol: The Mighty Movie,1h 28m,PG,5.9,204986920.0,['Cal Brunker'],"['Cal Brunker', 'Bob Barlen', 'Shane Morris']","['Dan Duran', 'Kristen Bell', 'James Marsden']",Superhero,"['Canada', 'United States']","['Toronto, Ontario, Canada']",['English'],
Genie,1h 33m,PG,5.9,333526.0,['Sam Boyd'],['Richard Curtis'],"['Melissa McCarthy', 'Paapa Essiedu', 'Denée Benton']",Comedy,"['United States', 'United Kingdom']","['New York City, New York, USA']",['English'],
The Teachers' Lounge,1h 38m,PG-13,7.4,5707124.0,['Ilker Çatak'],"['Johannes Duncker', 'Ilker Çatak']","['Leonie Benesch', 'Anne-Kathrin Gummich', 'Rafael Stachowiak']",Drama,"['Germany', 'United States']","['Hamburg, Germany']","['German', 'Turkish', 'Polish', 'English']",
Strange Darling,1h 37m,R,7.1,3782220.0,['JT Mollner'],['JT Mollner'],"['Willa Fitzgerald', 'Kyle Gallner', 'Madisen Beaty']",Horror,['United States'],"['Portland, Oregon, USA']",['English'],
The Count of Monte-Cristo,2h 58m,nan,7.6,74992007.0,"['Alexandre de La Patellière', 'Matthieu Delaporte']","['Alexandre Dumas', 'Alexandre de La Patellière', 'Matthieu Delaporte']","['Pierre Niney', 'Bastien Bouillon', 'Anaïs Demoustier']",Thriller,"['France', 'Belgium']","[""Château d'If, Marseille, Bouches-du-Rhône, France""]","['French', 'Romanian', 'Italian', 'English']",
The Roundup: Punishment,1h 49m,nan,6.6,80426848.0,['Heo Myeong-haeng'],['Oh Sang-ho'],"['Ma Dong-seok', 'Kim Mu-yeol', 'Park Ji-hwan']",Thriller,['South Korea'],[],['Korean'],
The Inventor,1h 40m,PG,5.7,2055868.0,"['Jim Capobianco', 'Pierre-Luc Granjon']",['Jim Capobianco'],"['Daisy Ridley', 'Marion Cotillard', 'Matt Berry']",Stop Motion Animation,"['United States', 'France', 'Ireland', 'Iran']",[],['English'],
Turtles All the Way Down,1h 51m,PG-13,6.6,nan,['Hannah Marks'],"['John Green', 'Elizabeth Berger', 'Isaac Aptaker']","['Isabela Merced', 'Cree', 'Judy Reyes']",Mystery,['United States'],"['Cincinnati, Ohio, USA']",['English'],
Don't Move,1h 32m,R,5.8,nan,"['Brian Netto', 'Adam Schindler']","['T.J. Cimfel', 'David White']","['Kelsey Asbille', 'Finn Wittrock', 'Moray Treadwell']",Psychological Thriller,['United States'],"['Zlatnite Mostove, Sofia City Province, Bulgaria']",['English'],
Bad Shabbos,1h 24m,nan,8.8,70592.0,['Daniel Robbins'],"['Daniel Robbins', 'Zack Weiner']","['Milana Vayntrub', 'Kyra Sedgwick', 'David Paymer']",Comedy,['United States'],[],['English'],
Missing,1h 51m,PG-13,7.1,48767848.0,"['Nicholas D. Johnson', 'Will Merrick']","['Will Merrick', 'Nicholas D. Johnson', 'Sev Ohanian']","['Tim Griffin', 'Ava Zaria Lee', 'Nia Long']",Drama,"['United States', 'Russia']","['Cartagena, Colombia']","['English', 'Spanish']",
The Killer's Game,1h 44m,R,5.7,5928351.0,['J.J. Perry'],"['Rand Ravich', 'James Coyne', 'Jay Bonansinga']","['Dave Bautista', 'Dmitrij Kalacsov', 'Mia Rouba M.Kiss']",Action,"['Spain', 'United States', 'United Kingdom']",[],['English'],
Fight or Flight,2h 46m,nan,7.0,nan,['James Madigan'],"['Brooks McLaren', 'D.J. Cotrona']","['Josh Hartnett', 'Katee Sackhoff', 'Charithra Chandran']",Comedy,"['United States', 'United Kingdom']",['Hungary'],['English'],
Little Bites,1h 45m,R,4.5,9299.0,['Spider One'],['Spider One'],"['Krsy Fox', 'Jon Sklaroff', 'Elizabeth Phoenix Caro']",Horror,['United States'],[],['English'],
The Peasants,1h 54m,R,7.6,10064347.0,"['DK Welchman', 'Hugh Welchman']","['Wladyslaw Stanislaw Reymont', 'DK Welchman', 'Hugh Welchman']","['Kamila Urzedowska', 'Robert Gulaczyk', 'Miroslaw Baka']",Hand-Drawn Animation,"['Poland', 'Serbia', 'Lithuania']","['Szeligi, Mazowieckie, Poland']","['Polish', 'Latin']",
Nosferatu,1h 32m,nan,5.2,nan,['David Lee Fisher'],"['F.W. Murnau', 'Henrik Galeen']","['Doug Jones', 'Sarah Carter', 'Joely Fisher']",Horror,['United States'],[],['English'],
Oddity,1h 38m,R,6.7,1714286.0,['Damian Mc Carthy'],['Damian Mc Carthy'],"['Carolyn Bracken', 'Johnny French', 'Steve Wall']",Thriller,"['Ireland', 'United States']","['Bantry House, Bantry, County Cork, Ireland']",['English'],
The Front Room,1h 34m,R,4.6,3165361.0,"['Max Eggers', 'Sam Eggers']","['Susan Hill', 'Max Eggers', 'Sam Eggers']","['Brandy Norwood', 'Andrew Burnap', 'Kathryn Hunter']",Horror,['United States'],"['Florham Park, New Jersey, USA']",['English'],
Psycho-Pass: Providence,2h,R,7.0,640825.0,['Naoyoshi Shiotani'],"['Gen Urobuchi', 'Tow Ubukata', 'Makoto Fukami']","['Z. Charles Bolton', 'Bradley Campbell', 'Chris Cason']",Action,['Japan'],[],['Japanese'],
Fast X,2h 21m,PG-13,5.7,704875015.0,['Louis Leterrier'],"['Dan Mazeau', 'Justin Lin', 'Zach Dean']","['Vin Diesel', 'Michelle Rodriguez', 'Jason Statham']",Urban Adventure,"['United States', 'China', 'Japan']","['A24 Highway AKA Autoestrada do Interior Norte, Portugal']",['English'],
Nutcrackers,1h 44m,TV-14,5.5,nan,['David Gordon Green'],['Leland Douglas'],"['Ben Stiller', 'Homer Janson', 'Ulysses Janson']",Holiday,['United States'],[],['English'],
Cat Person,1h 58m,R,6.0,372570.0,['Susanna Fogel'],"['Michelle Ashford', 'Kristen Roupenian']","['Emilia Jones', 'Nicholas Braun', 'Geraldine Viswanathan']",Drama,"['United States', 'France']","['Fairleigh Dickinson University, New Jersey, USA']",['English'],
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,1h 44m,R,7.1,44354825.0,['Haruo Sotozaki'],['Koyoharu Gotouge'],"['Natsuki Hanae', 'Kengo Kawanishi', 'Akari Kitô']",Action,['Japan'],[],['Japanese'],
The Mouse Trap,1h 20m,Not Rated,2.5,60595.0,['Jamie Bailey'],['Simon Phillips'],"['Simon Phillips', 'Sophie McIntosh', 'Madeline Kelman']",Slasher Horror,['Canada'],"['Ottawa, Ontario, Canada']",['English'],
Bonhoeffer: Pastor. Spy. Assassin.,2h 13m,PG-13,6.6,12113004.0,['Todd Komarnicki'],['Todd Komarnicki'],"['Jonas Dassler', 'Phileas Heyblom', 'August Diehl']",Drama,"['Belgium', 'Ireland']","['Limerick, Ireland']",['English'],
The Moon,2h 9m,nan,5.8,5175358.0,['Kim Yong-hwa'],['Kim Yong-hwa'],"['Sul Kyung-gu', 'Do Kyung-soo', 'Kim Hee-ae']",Drama,['South Korea'],"['Seoul, South Korea']","['Korean', 'English']",
Bonhoeffer: Pastor. Spy. Assassin.,2h 13m,PG-13,6.6,12113004.0,['Todd Komarnicki'],['Todd Komarnicki'],"['Jonas Dassler', 'Phileas Heyblom', 'August Diehl']",Period Drama,"['Belgium', 'Ireland']","['Limerick, Ireland']",['English'],
Deadpool & Wolverine,2h 8m,R,7.6,1338073645.0,['Shawn Levy'],"['Ryan Reynolds', 'Rhett Reese', 'Paul Wernick']","['Ryan Reynolds', 'Hugh Jackman', 'Emma Corrin']",Adventure,"['United States', 'United Kingdom', 'New Zealand', 'Canada']","['Vancouver Film Studios - 3500 Cornett Rd, Vancouver, British Columbia, Canada']","['English', 'French', 'Spanish']",
Chicken for Linda!,1h 13m,nan,7.1,705616.0,"['Sébastien Laudenbach', 'Chiara Malta']","['Chiara Malta', 'Sébastien Laudenbach']","['Mélinée Leclerc', 'Clotilde Hesme', 'Laetitia Dosch']",Musical,"['France', 'Italy']",[],"['French', 'Italian']",
Sugarcane,1h 47m,R,7.2,121581.0,"['Emily Kassie', 'Julian Brave NoiseCat']",[],"['Willie Sellars', 'Charlene Belleau', 'Whitney Spearing']",Documentary,"['Canada', 'United States']","['Kamloops, British Columbia, Canada']","['English', 'Aboriginal', 'French']",
Camp Hideout,1h 40m,PG,4.3,1128626.0,['Sean Olson'],"['Kat Olson', 'C. Neil Davenport', 'Dave DeBorde']","['Corbin Bleu', 'Ethan Drew', 'Amanda Leighton']",Comedy,['United States'],"['Nashville, Tennessee, USA']",['English'],
Kingdom of the Planet of the Apes,2h 25m,PG-13,6.9,397378150.0,['Wes Ball'],"['Josh Friedman', 'Rick Jaffa', 'Amanda Silver']","['Owen Teague', 'Freya Allan', 'Kevin Durand']",Drama,"['United States', 'Australia']","['Helensburgh, New South Wales, Australia']",['English'],
Nimona,1h 41m,PG,7.5,nan,"['Nick Bruno', 'Troy Quane']","['Robert L. Baird', 'Lloyd Taylor', 'Pamela Ribon']","['Chloë Grace Moretz', 'Riz Ahmed', 'Eugene Lee Yang']",Computer Animation,"['United States', 'United Kingdom', 'France']","['Greenwich, Connecticut, USA']",['English'],
Joker: Folie à Deux,2h 18m,R,5.2,206400287.0,['Todd Phillips'],"['Scott Silver', 'Todd Phillips', 'Bob Kane']","['Joaquin Phoenix', 'Lady Gaga', 'Brendan Gleeson']",Psychological Drama,"['United States', 'Canada']","['Soho Hospital - 520 Belleville Avenue, Belleville, New Jersey, USA']",['English'],
The Bricklayer,1h 50m,R,5.2,899683.0,['Renny Harlin'],"['Hanna Weg', 'Matt Johnson', 'Noah Boyd']","['Aaron Eckhart', 'Nina Dobrev', 'Clifton Collins Jr.']",Action,"['United States', 'Bulgaria', 'Greece']","['Thessaloniki, Greece']",['English'],
Holiday in the Vineyards,1h 47m,PG,6.2,nan,['Alex Ranarivelo'],"['Cecilia Franco', 'David Zanardi']","['Josh Swickard', 'Sol Rodriguez', 'Eileen Davidson']",Holiday Romance,['United States'],"['Santa Clarita, California, USA']",['English'],
Dune: Part Two,2h 46m,PG-13,8.5,714444358.0,['Denis Villeneuve'],"['Denis Villeneuve', 'Jon Spaihts', 'Frank Herbert']","['Timothée Chalamet', 'Zendaya', 'Rebecca Ferguson']",Epic,"['United States', 'Canada', 'United Arab Emirates', 'Hungary', 'Italy', 'New Zealand', 'Jordan', 'Gambia']","['Wadi Rum, Jordan']",['English'],
Remembering Gene Wilder,1h 32m,nan,7.8,165708.0,['Ron Frank'],['Glenn Kirschbaum'],"['Gene Wilder', 'Mel Brooks', 'Rochelle Pierce']",Documentary,['United States'],[],['English'],
The Killer,1h 58m,R,6.7,755534.0,['David Fincher'],"['Alexis Nolent', 'Luc Jacamon', 'Andrew Kevin Walker']","['Michael Fassbender', 'Tilda Swinton', 'Charles Parnell']",Adventure,['United States'],"['The Waterfront Reataurant, St Charles, Illinois, USA']",['English'],
The Invisible Fight,1h 55m,nan,5.9,14861.0,['Rainer Sarnet'],['Rainer Sarnet'],"['Ursel Tilk', 'Ester Kuntu', 'Kaarel Pogga']",Comedy,"['Estonia', 'Greece', 'Finland', 'Latvia']",['Greece'],"['Estonian', 'Russian']",
Borderlands,1h 41m,PG-13,4.6,32978510.0,['Eli Roth'],"['Eli Roth', 'Joe Abercrombie']","['Cate Blanchett', 'Kevin Hart', 'Edgar Ramírez']",Action Epic,"['United States', 'Hungary']","['Budapest, Hungary']",['English'],
The Bibi Files,1h 55m,nan,7.6,3248.0,['Alexis Bloom'],[],"['Benjamin Netanyahu', 'Raviv Drucker', 'Nimrod Novik']",Documentary,['United States'],[],"['English', 'Hebrew', 'Arabic']",
City of Dreams,1h 54m,R,6.9,1713427.0,['Mohit Ramchandani'],['Mohit Ramchandani'],"['Jason Patric', 'Paulina Gaitan', 'Adriana Paz']",Drama,"['Mexico', 'United States']","['Los Angeles, California, USA']","['English', 'Spanish']",
Joker: Folie à Deux,2h 18m,R,5.2,206400287.0,['Todd Phillips'],"['Scott Silver', 'Todd Phillips', 'Bob Kane']","['Joaquin Phoenix', 'Lady Gaga', 'Brendan Gleeson']",Jukebox Musical,"['United States', 'Canada']","['Soho Hospital - 520 Belleville Avenue, Belleville, New Jersey, USA']",['English'],
The Killer's Game,1h 44m,R,5.7,5928351.0,['J.J. Perry'],"['Rand Ravich', 'James Coyne', 'Jay Bonansinga']","['Dave Bautista', 'Dmitrij Kalacsov', 'Mia Rouba M.Kiss']",Thriller,"['Spain', 'United States', 'United Kingdom']",[],['English'],
Raayan,2h 25m,nan,6.5,1513558.0,['Dhanush'],"['Manish Bhavan', 'Dhanush', 'Bhawan Manish']","['Dhanush', 'Aparna Balamurali', 'Devadarshini Chetan']",Action,['India'],[],['Tamil'],
Monsieur Aznavour,2h 13m,nan,7.4,15188639.0,"['Mehdi Idir', 'Grand Corps Malade']","['Mehdi Idir', 'Grand Corps Malade']","['Tahar Rahim', 'Bastien Bouillon', 'Marie-Julie Baup']",Music,['France'],[],"['French', 'Armenian', 'English']",
Niko: Beyond the Northern Lights,1h 26m,nan,6.3,11854164.0,"['Kari Juusonen', 'Jørgen Lerdam']","['Kari Juusonen', 'Marteinn Thorisson', 'Hannu Tuomainen']","['Matthew Whelan', 'Emma Jenkins', 'Paul Tylak']",Family,"['Finland', 'Germany', 'Denmark', 'Ireland']",[],"['German', 'English']",
Left Behind: Rise of the Antichrist,1h 55m,Not Rated,4.5,3649422.0,['Kevin Sorbo'],"['Paul Lalonde', 'Jessica Parker', 'John Patus']","['Mark Bellamy', 'Stuart Bentley', 'Corbin Bernsen']",Thriller,"['Canada', 'United Kingdom']","['Calgary, Alberta, Canada']",['English'],
The Fire Inside,1h 49m,PG-13,7.1,6278630.0,['Rachel Morrison'],['Barry Jenkins'],"['Ryan Destiny', 'Brian Tyree Henry', 'Jazmin Headley']",Sport,['United States'],"['Toronto, Ontario, Canada']",['English'],
Godzilla Minus One,2h 4m,PG-13,7.7,113676322.0,['Takashi Yamazaki'],"['Takashi Yamazaki', 'Ishirô Honda', 'Takeo Murata']","['Minami Hamabe', 'Ryunosuke Kamiki', 'Sakura Andô']",Period Drama,['Japan'],['Japan'],['Japanese'],
The Devil's Bath,2h 1m,nan,6.6,54259.0,"['Severin Fiala', 'Veronika Franz']","['Severin Fiala', 'Veronika Franz']","['Anja Plaschg', 'Maria Hofstätter', 'David Scheid']",History,"['Austria', 'Germany']","['Litschau, Lower Austria, Austria']",['German'],
Jackpot!,1h 46m,R,5.8,nan,['Paul Feig'],['Rob Yescombe'],"['John Cena', 'Awkwafina', 'Simu Liu']",Dark Comedy,['United States'],"['Atlanta, Georgia, USA']",['English'],
The Wandering Earth II,2h 53m,Not Rated,6.7,615023132.0,['Frant Gwo'],"['Cixin Liu', 'Hongwei Wang', 'Yang Zhixue']","['Jing Wu', 'Yi Sha', 'Yanmanzi Zhu']",Drama,['China'],"['WanDa Studios, Qingdao, China']",['Mandarin'],
Aavesham,2h 35m,nan,7.8,3694257.0,['Jithu Madhavan'],['Jithu Madhavan'],"['Fahadh Faasil', 'Hipzster', 'Mithun Jai Shankar']",Action,['India'],[],['Malayalam'],
Meet Me Next Christmas,1h 45m,TV-14,5.6,nan,['Rusty Cundieff'],"['Molly Haldeman', 'Camilla Rubis']","['Christina Milian', 'Devale Ellis', 'Mitch Grassi']",Comedy,['United States'],"['Toronto, Ontario, Canada']",['English'],
Road House,2h 1m,R,6.2,nan,['Doug Liman'],"['Anthony Bagarozzi', 'Chuck Mondry', 'R. Lance Hill']","['Jake Gyllenhaal', 'Daniela Melchior', 'Conor McGregor']",Thriller,['United States'],['Dominican Republic'],['English'],
Panda Plan,1h 39m,nan,5.4,241484.0,['Luan Zhang'],"['Wei Xu', 'Meng Yida', 'Luan Zhang']","['Jackie Chan', 'Xiang Wei', 'Ce Shi']",Comedy,['China'],"['Chengdu, Sichuan Province, China']",['Mandarin'],
Irish Wish,1h 33m,TV-PG,5.2,nan,['Janeen Damian'],['Kirsten Hansen'],"['Lindsay Lohan', 'Ed Speleers', 'Alexander Vlahos']",Romance,"['Ireland', 'United States']","['Cliffs of Moher, Co. Clare, Ireland']",['English'],
Emilia Pérez,2h 12m,R,6.8,9655756.0,['Jacques Audiard'],"['Jacques Audiard', 'Thomas Bidegain', 'Léa Mysius']","['Zoe Saldana', 'Karla Sofía Gascón', 'Selena Gomez']",Comedy,"['France', 'Belgium', 'Mexico']","[""Studios de Bry, 2 Av. de l'Europe, Bry-sur-Marne, Paris, France""]","['Spanish', 'English', 'French']",
Hidden Blade,2h 8m,nan,6.3,1384593.0,['Er Cheng'],['Er Cheng'],"['Tony Leung Chiu-wai', 'Yibo Wang', 'Lei Huang']",Thriller,['China'],[],"['Mandarin', 'Shanghainese', 'Cantonese', 'Japanese', 'English']",
No Hard Feelings,1h 43m,R,6.4,87256407.0,['Gene Stupnitsky'],"['Gene Stupnitsky', 'John Phillips']","['Jennifer Lawrence', 'Andrew Barth Feldman', 'Laura Benanti']",Romance,['United States'],"['Point Lookout, New York, USA']",['English'],
The Falling Star,1h 38m,nan,5.6,25622.0,"['Dominique Abel', 'Fiona Gordon']","['Dominique Abel', 'Fiona Gordon']","['Fiona Gordon', 'Dominique Abel', 'Kaori Ito']",Comedy,"['Belgium', 'France']",[],['French'],
Raayan,2h 25m,nan,6.5,1513558.0,['Dhanush'],"['Manish Bhavan', 'Dhanush', 'Bhawan Manish']","['Dhanush', 'Aparna Balamurali', 'Devadarshini Chetan']",Drama,['India'],[],['Tamil'],
Kings of L.A.,2h,nan,6.9,5880.0,['Van Elder'],['Van Elder'],"['Paula Jai Parker', 'Michael Paré', 'Alimi Ballard']",Comedy,['United States'],"['South Central Los Angeles, California, USA']",[],
There's Something in the Barn,1h 40m,R,5.5,1295652.0,['Magnus Martens'],"['Aleksander Kirkwood Brown', 'Josh Epstein', 'Kyle Rideout']","['Martin Starr', 'Amrita Acharia', 'Kiran Shah']",Supernatural Horror,"['Norway', 'Finland', 'France', 'United States']","['Tretten, Norway']","['English', 'Norwegian']",
Boston Strangler,1h 52m,R,6.5,nan,['Matt Ruskin'],['Matt Ruskin'],"['Keira Knightley', 'Carrie Coon', 'Chris Cooper']",True Crime,['United States'],"['Boston, Massachusetts, USA']",['English'],
